,Title,Link,Content
35,Dynamism between Transactions and Patterns,"https://wiki.genexus.com//commwiki/wiki?6622,Dynamism+between+Transactions+and+Patterns","All objects generated by Patterns are created with default parts, meaning that every part (form, rules, events, variables) of every object is generated by default. This is represented by the following icons:

If you change some part of the object, the icon will change as well:

The implementation based on default parts provides dynamism between the Transaction and the Pattern.
This means that when you change a property in the pattern definition, add a new filter in the instance, or make a change in the Transaction, all objects generated by Patterns will automatically react to the change without the need to reapply the pattern.
For example, the Work With Patterns implementation creates a set of empty objects with specific default templates set in each object. It creates a ""WW<Transaction>"" Web Panel with a default template that reads the Transaction structure and creates a grid.
Suppose you have a Customer Transaction with the following attributes:
Customer
{
    CustomerId
    CustomerName
    CustomerAddress
}
When you apply the Work With for Web pattern to this Transaction, you will obtain the following WWCustomer Web Panel:

Every time you add an attribute to the Transaction structure, it will also be added in the Transaction's instance and in the Work With Web Panel without the need to apply the pattern again. You only need to open the Work With Web Panel to see all the new attributes in the grid.
In the example, if you add a CustomerEmail attribute in the structure of the Customer Transaction:
Customer
{
    CustomerId
    CustomerName
    CustomerAddress
    CustomerEmail
}
When you save the Transaction, the attribute will be automatically added in the Transaction's instance and in the Work With Web Panel. When you open the objects, you can see the new attribute:


The dynamism between the Transaction and Pattern remains for all the default parts of the objects.
If you modify the Web Layout of a WW (it does not remain as default) and add a new attribute to the Transaction, the attribute will be automatically added in the Transaction's instance but not in the Work With Web Panel grid.
If you want to have default parts again you can select:
1) Edit (in the Main Menu) > Apply Default. Restores the default values of the part (Rules, Events, Conditions, etc.) where you have opened the object.
2) Edit (in the Main Menu) > Apply Default (All parts). Returns all the parts that have been modified to default.

"
36,Base Table,"https://wiki.genexus.com//commwiki/wiki?6347,Base+Table","A base table is any table in the database where you are positioned and working at a certain time, for example for retrieving or modifying its data.
When you execute a Transaction object with a single level, it has one associated base table.
When you work with a Transaction object with more than one level, each level has an associated base table.
Also, when you define queries (a listing, for instance), you will be navigating a specific base table.
Some examples:
For each command: The base table of a For Each is the table navigated, as determined by GeneXus. Even though a For Each doesn’t navigate only one table, but also an Extended Table, the For each has a base table that is navigated, and its Extended Table is accessed to retrieve or update data (or filter by an attribute that belong to the extended table, etc.).
New: Every time GeneXus finds a “new” command, it must identify the table where the record will be inserted. The table identified to make the insertion in it is the base table in this case.
Data Provider: The base table of a Data Provider is the table navigated to charge a collection, or an instance in memory, etc. Even though a Data Provider doesn’t navigate only one table, but also an Extended Table, the Data Provider has a base table that is navigated and its extended table is accessed (for the purpose of retrieving data or filtering by an attribute that belong to the extended table, etc.).
Grid: The base table of a grid is the table navigated to retrieve and display in the grid the required attributes. Even though not only one table is browsed, but also an Extended Table, the grid has a base table that is navigated, and its extended table is accessed (for the purpose of retrieving data too or filtering by an attribute that belongs to the extended table, etc.).
Formula: The base table of a formula is the table that is going to be navigated in order to evaluate it (to calculate its result value).
Subtype Group object: The base table of a subtype group is the table whose complete primary key is included in the subtype group definition, as the key of the group (the subtype group must include a subtype attribute or a set of subtype attributes, whose corresponding supertype attributes make up the primary key of an existing table, which it is the base table of the group).
See Also
Extended Table
Videos
Base and Extended table
"
37,Extended Table,"https://wiki.genexus.com//commwiki/wiki?6029,Extended+Table","The extended table of a given Base Table is a virtual table composed of the base table itself plus all the tables which have N-1 relations, either directly or indirectly, starting from the given base table.
For example, if you have the following Bachman Diagram:

The INVOICES base table will have the following extended table: {INVOICES, CUSTOMERS, COUNTRY}
The CUSTOMERS base table will have the following extended table: {CUSTOMERS, COUNTRY}
The COUNTRY base table will have the following extended table: {COUNTRY}
In its extended table, the INVOICES base table contains, in addition to itself, the CUSTOMERS table and the COUNTRY table. This is because starting from the INVOICES table (base table) there is an N-1 relation with the CUSTOMER table, and starting from the CUSTOMER table there is an N-1 relation with the COUNTRY table. Note that if you take one record from INVOICES, you find only one record from CUSTOMER related to it (and no more than one); and if you take one record from CUSTOMERS, you find only one record from COUNTRY related to it (and no more than one).
Following the same reasoning, in its extended table, the CUSTOMER base table contains, in addition to itself, the COUNTRY table. This is because starting from the CUSTOMER table (base table) there is an N-1 relation with the COUNTRY table. Note that if you take one record from CUSTOMERS, you find only one record from COUNTRY related to it (and not more than one).
The COUNTRY base table only contains itself in its extended table. This is because starting from it, there is no N-1 relation either directly or indirectly.
The extended table concept simplifies the way to access several tables when you are positioned in a specific Base Table.
Videos
Base and Extended table
"
38,What is a Formula,"https://wiki.genexus.com//commwiki/wiki?5861,Category%3AFormulas","Formulas are expressions that, once evaluated, return a certain value.
When an attribute or variable value can be calculated from other attributes, variables, constants, methods, arithmetic operations, etc., it can be defined as a Formula. In addition, when this assignment is done associated with an attribute definition (that is, for the attribute, inside the Transaction Structure where it is specified), the attribute itself is known as a Global Formula. 

There are two ways to define formulas:
Global Formulas (Global definition, at the Knowledge Base level)
Local / Inline Formulas (Local definition, within objects' code)
Classification of Formulas by navigation type
Formulas can be classified into three groups, depending on the type of calculation needed. This classification is valid either for global or local formulas.
Horizontal Formulas:  Allow defining many kinds of expressions (such as arithmetic, among others) involving a single record and its associated Extended Table.
Aggregate Formulas:  Allow defining some calculations or searches involving many records of a table (and its related data that belong to the Extended Table).
Compound Formulas: Several Horizontal and/or Aggregate expressions combined.
All these kinds of formulas may have trigger conditions.
Note:  When defining a formula, you don't need to indicate if it belongs to one classification or another. This is only an external classification.
Base table of a Formula
The table that is navigated in order to evaluate the formula is known as its base table. Depending on the kind of formula, the evaluation will consider only one record (horizontal formula) or many (aggregate formula).
Optimized generated code
Defining formulas is even better than writing Procedure objects and invoking them.
When you define a formula, GeneXus has the knowledge of its definition and is able to generate optimized sentences by combining the formula query with the query in which the formula is present.
On the other hand, if you define a Procedure and invoke it, the Procedure code is not ""visible"" from the invoker, and GeneXus can't combine the knowledge and generate the most optimized code.
See Also
Formulas/Generating SQL
Changes in Formulas terminology
Videos
Defining Attributes as Formulas
"
39,Global Formulas,"https://wiki.genexus.com//commwiki/wiki?6440,Global+Formulas","A Global Formula, also known as ""formula attribute"" is an attribute to which you can assign an associated calculation. Thus GeneXus has the knowledge to calculate the formula wherever the attribute is mentioned.
Only an attribute can be defined as a global formula (not a variable). Moreover, the only variables allowed inside the formula expression are those visible in all the KB, in every object, that is, system variables (such as &today).
Where do you define an attribute as a global formula? In the Transaction structure, when defining its name and data type. It is also possible to specify a formula with the Formula Editor. Look at the following image:

The calculation itself, that is also known as formula itself, can be any horizontal, aggregate, or compound expression.
Global formula attributes are ""virtual attributes"" because they are not physically stored in a table by default (but you can change this if you want to, defining the attribute as redundant). In spite of this, for each object that references a global formula, GeneXus includes in its corresponding generated program the necessary code to calculate and display the result at runtime.
As it was said, global formula attributes aren't stored in a table. However, each global formula attribute has an associated table: the table that would belong to if it were not defined as a formula. In the above example, the associated table of FlightInstancePrice will be FLIGHTINSTANCE.
It represents the context of the formula. In other words, whenever the formula attribute is written, another attribute of the same table could have been written instead. That is, if the code is well programmed, at the moment the formula calculation triggers, you are positioned in a certain register of that table.
Videos
What are formulas?
 Inline formulas


"
40,"Sum, Count, Average","https://wiki.genexus.com//commwiki/wiki?6500,Sum%2C+Count%2C+Average+formulas","Sum, Count and Average are Aggregate Formulas.
Syntax
{Sum | Count | Average}( <aggregateExpression>, <aggregateCondition>, <defaultValue> ) [if <triggeringCondition>]
Where:
<aggregateExpression>
Is the expression to be aggregated, that is to say, the expression to be summed up, or averaged. It may contain attributes (even formula attributes), constants and variables (variables only are allowed in inline formulas).

For Sum and Average, the <aggregateExpression> result data type must be numeric. For Count, the first parameter must be an attribute (not an expression) that belongs to the table in which you need to count records (*).
<aggregateCondition>
Is a combination of a search condition with a Data Selector invocation. Both parts are optional:
[<SearchCondition>] [USING <DataSelector> '(' <Parameter>1, <Parameter>2, <Parameter>n ')']
<SearchCondition>
Is the condition that records must verify to be considered in the aggregation. It may contain attributes, constants and variables (user variables are allowed only in inline formulas, GeneXus standard variables in global formulas and inline formulas).
<defaultValue>
Is the returned value when no records match the <aggregateCondition>. It is a constant and it is optional.
<triggeringCondition>
Is the condition that determines if the formula must be triggered or not. It is optional. The only attributes allowed are those belonging to the contextual table (that the formula attribute would belong to if it were stored) and its extended.
Note: Return value is rounded according to the definition of the attribute or variable which is assigned with the aggregate expression.
For instance, if you assign AttributeB=Average(AttributeA) having 3 records of AttributeA with values 1, 3 and 1,
if AttributeB is defined as N(10.5), will have value 1,66667
if AttributeB is defined as N(7.2), will have value 1,67
(*) All records are count, even those where the mentioned attribute is null.
Samples
Consider the following Transactions:
Flight
{
   FlightId*
   FlightDescription
   FlightPrice
   FlightInstanceAveragePrice = Average(FlightInstancePrice, FlightInstanceDate = Today(), 0);
   FlightInstanceTotalPrice = Sum(FlightInstancePrice);
   FlightInstanceCountDate = Count(FlightInstanceNumber) if FlightPrice > 100;
}

FlightInstance
{
   FlightInstanceNumber*
   FlightId
   FlightDescription
   FlightPrice
   FlightInstanceDate
   FlightInstanceNumberOfPassengers
   FlightInstancePrice = FlightPrice if FlightInstanceNumberOfPassengers <= 100;
        FlightPrice * 0.9  if  FlightInstanceNumberOfPassengers > 100 and FlightInstanceNumberOfPassengers < 200;
        FlightPrice * 0.8  otherwise;
FlightInstanceNumberOfPassengers = Count(PassengerName,PassengerName = ""Smith"",0);
   {
       PassengerId*
       PassengerName
   }
}
The above example shows several Aggregate global formulas with their associated definitions (note that all the defined formulas are Aggregate formulas except for the FlightInstancePrice formula).


"
41,"Max, Min","https://wiki.genexus.com//commwiki/wiki?6502,Max%2C+Min+Formulas","Max and Min are Aggregate Formulas.
Syntax
{Max | Min}( <expressionToBeMaxOrMin>, <aggregateCondition>, <defaultValue> , <returnedAttributeValue> )  [ if <triggeringCondition> ]
where:
<expressionToBeMaxOrMin>
Is the expression whose resultant value will be maximized/minimized, among the records fulfilling the <aggregateCondition>. It may contain attributes (even formula attributes), constants and variables (variables are allowed only in inline formulas)
<aggregateCondition>
Is a combination of a search condition with a Data Selector invocation. Both parts are optional:
[<SearchCondition>] [USING <DataSelector> '(' <Parameter>1, <Parameter>2, <Parameter>n ')']
<SearchCondition>
Is the condition that records must verify to be considered in the aggregation. It may contain attributes, constants and variables (user variables are allowed only in inline formulas, GeneXus standard variables in global formulas and inline formulas).
<defaultValue>
Is the returned value when no records match the <aggregateCondition>. It is a constant and it is optional.
<returnedAttributeValue>
Attribute whose value is returned by the formula when it finds records that fulfill the <aggregateCondition> and after maximizing/minimizing the <expressionToBeMaxOrMin>.
<triggeringCondition>
Is the condition that determines if the formula must be triggered or not. It is optional. The only attributes allowed are those belonging to the contextual table (that the formula attribute would belong to if it were stored) and its extended.
Example
Having the following two transactions: Flight to store the general information about flights (like its description and prices by date), and FlightInstance to store the actual information of a certain flight:
Flight {
       FlightId*
       FlightDescription
       Prices
          { FlightDate*
            FlightPrice }}

FlightInstance {
       FlightInstanceNumber*
       FlightId
       FlightDescription
       FlightInstanceDate
       FlightInstancePrice = max(FlightDate, FlightDate <= FlightInstanceDate, 0, FlightPrice)}
Look at the following image, which shows the FlightInstancePrice attribute being defined as a Max global formula using the GeneXus formula editor:

The base table of the formula, that is, the navigated table in order to make the calculation is: FLIGHTPRICES.
The formula has a context: the FLIGHTINSTANCE table, this means when the formula is triggered, we are positioned on that table. More precisely: on one of its records, with a certain FlightInstanceNumber value. Thus, at the moment the formula is going to be evaluated, it already knows all the FLIGHTINSTANCE table (and its extended) attributes for this record. Among them, FlightId and FlightInstanceDate.
Therefore, not all the records that fulfill the explicit aggregate condition ""FlightDate <= FlightInstanceDate"" will be considered for the maximization, but only those that correspond to the flight, that is, the FlighId of the FLIGHTINSTANCE record.
Thus, all records considered will verify, also: FLIGHTPRICES.FlightId = FLIGHTINSTANCE.FlightId
In sum, the max formula will navigate the FLIGHTPRICES table filtering the records that verify the <aggregateCondition> (FlightDate <= FlightInstanceDate) and also applying the automatic filter inferred by GeneXus (FLIGHTINSTANCE.FlightId = FLIGHTPRICES.FlightId); then, for the selected records that fulfill both mentioned filters, the <expressionToBeMaxOrMin> will be maximized (this means that the record which has the FlightDate maximum value will be chosen) and the <returnedAttributeValue> associated to that record will be returned as the formula result (FlightPrice). If none record fulfill both filters, then 0 (the <defaultValue>) will be returned.





"
42,Find,"https://wiki.genexus.com//commwiki/wiki?6547,Find+Formula","Find is an Aggregate Formula.
Syntax
Find ( <aggregateExpression>, <aggregateCondition>, <defaultValue>) [ if <triggeringCondition> ];
Where:
<aggregateExpression>:
Is the expression whose resultant value will be returned according to the first record found that matches the <aggregateCondition>. It may contain attributes (even formula attributes), constants and variables (user variables are allowed only in inline formulas).
<aggregateCondition>:
Is a combination of a search condition with a Data Selector invocation. Both parts are optional:
[<SearchCondition>] [USING <DataSelector> '(' <Parameter>1, <Parameter>2, <Parameter>n ')']
<SearchCondition>
Is the condition that records must verify to be considered in the aggregation. It may contain attributes, constants and variables (user variables are allowed only in inline formulas, GeneXus standard variables in global formulas and inline formulas).
<defaultValue>
Is the returned value when no records match the <aggregateCondition>. It is optional and only constant values are accepted (if the formula is being used with Date attributes, see this article too).
<triggeringCondition>
Is the condition that determines if the formula must be triggered or not. It is optional. The only attributes allowed are those belonging to the contextual table (that the formula attribute would belong to if it were stored) and its extended.
Example
Flight
{
    FlightId*
    FlightDescription
    Price
    {
        FlightDate*
        FlightPrice
    }
}

FlightInstance
{
    FlightInstanceNumber*
    FlightId
    FlightDescription
    FlightInstanceDate
    FlightInstancePrice
    FlightInstanceCurrencyValue = Find(CurrencyValue, CurrencyId = ""Dollar"" and CurrencyDate = FlightInstanceDate, 0) if FlightId=1;
}

Currency
{
    CurrencyId*
    Value
    {
         CurrencyDate*
         CurrencyValue
    }
}
The above example shows a defined Find global formula.
The following image shows the FlightInstance transaction being edited (using the GeneXus transaction editor) and the FlightInstanceCurrencyValue global formula attribute being edited (using the GeneXus formula editor):

FLIGHTINSTANCE is the contextual table of the FlightInstanceCurrencyValue global formula attribute.
CURRENCYVALUE is the table navigated by the Find formula in order to make the calculation.
The find calculation only triggers for the FlightId = 1.
The tables involved in the formula definition don't store common attributes, so GeneXus will not automatically apply any additional filter (only the defined <aggregateCondition> will be considered to find the searched record). Thus, the first record found in the CURRENCYVALUE table that fulfills the <aggregateCondition> will be selected, and the corresponding defined expression will be returned (in this example: a CurrencyValue is returned by the formula).
Note that in this example the defined <aggregateCondition> contains a filter by the primary key of the navigated table, so the navigated table may have a unique record that fulfills the <aggregateCondition>. This is the most common use of Find formulas, meaning that we usually define Find formulas to search for a certain value, filtering by the primary key of the navigated table (so that a unique record will fulfill the <aggregateCondition>). When filtering by secondary attributes or foreign key attributes, since many records may fulfill the <aggregateCondition>, the first record found that fulfills the <aggregateCondition> will be selected.









"
43,Arithmetic expressions,"https://wiki.genexus.com//commwiki/wiki?5864,Horizontal+Formulas","Horizontal Formulas allow defining expressions (either arithmetic or any other kind).
What determines a formula is horizontal (as opposite to aggregate) is the fact that attributes involved belong to one extended table.

For example: ""FlightInstancePrice = FlightPrice * 0.9"" being FlightInstancePrice an attribute virtually in FLIGHTINSTANCE table (table A in diagram) and FlightPrice in FLIGHT table (table B in diagram) where for each flight instance there is one and only one associated Flight (that is: FLIGHT belongs to the FLIGHTINSTANCE extended table).
Horizontal formulas can be either global (assigned to attributes at transaction structure level, indicating those attributes always assume the result of a calculation) or local (or inline, assigned to attributes, variables, elements of Data Providers, SDTs, etc., or being part of conditions that are evaluated in runtime). That is:
Horizontal Global Formula: <attribute> = <horizontalConditionalFormula>
Horizontal Inline Formula: {{<variable>|<attribute>} = <horizontalUnconditionalFormula>} | <horizontalUnconditionalFormula>
The main difference between global and inline, is while an inline horizontal formula is simply an expression, global horizontal formula may consist of several conditional expressions. In addition, as in any inline formula, variables could be involved in the expression (because the formula does only exists in this local piece of code, where the variable is known. Whereas you really don't know all the places where a global formula is going to be triggered. This is the meaning of ""global"". It can be used everywhere an attribute of the corresponding base table is allowed)
Saying ""horizontal inline formula"" is the same as saying: expression. Wherever you can write an expression, you are particularly writing an horizontal formula. That's why the concept of ""inline horizontal formula"" is not very productive. Not so for ""global horizontal formula"", that let's say that an attribute will always be calculated in this way.
Meanwhile, an Aggregate formula does not need a context to be evaluated, a horizontal does. It will be understood below by means of two examples.
Syntax
<horizontalConditionalFormula>::= <exp>1 [ if <cond>1 ] [ ;<exp>2 [ if <cond>2 ]] [ ;<exp>n [otherwise | if <cond>n ]]
<horizontalUnconditionalFormula>::= <exp>
Where:
<exp>n  may be any valid expression. It can include the following:
Attributes (from the formula navigation table and its extended table. They could also be formula attributes themselves)
Variables (only system variables for global, and both kind -system and user- for inline formulas, as long as they are already defined on the object)
Constants
Functions, methods and properties
Arithmetical operators (+, -, *, /, ^)
String operators (+)
Date operators (+, -)
Comparative operators (<,<=, =, >, >=, >, like) when the expression is of boolean data type
Logical operators (and, or, not) when the expression is of boolean data type
<cond>n  may be any valid triggering condition. It can include the following:
Attributes (from the formula navigation table and its extended table)
Constants
Functions, methods and properties
Logical operators (and, or, not)
Comparative operators (>, <, =, >=, <=, like)
The result returned by a horizontal formula will be the expression related to the first condition returning True. The others will not be evaluated.
<otherwise>: when none of the evaluated triggering conditions return True, if there is an Otherwise clause in the formula definition, the returned result will be the expression associated with this clause.
Consideration when used in Smart Devices
The client-side Events grammar in Smart Devices is limited regarding the events executed on the server. That's why allowed inline expressions not only are horizontal (aggregate are not allowed), but also are a reduced set of what you have seen above.

Example: global formula
Flight
{
   FlightId*
   FlightDescription
   FlightPrice
}

FlightInstance
{
  FlightInstanceNumber*
  FlightId
  FlightDescription
  FlightPrice
  FlightInstanceNumberOfPassengers
  FlightInstancePrice = FlightPrice if FlightInstanceNumberOfPassengers <= 100;
                        FlightPrice * 0.9 if FlightInstanceNumberOfPassengers > 100 and FlightInstanceNumberOfPassengers < 200;
                        FlightPrice * 0.8 otherwise;
  FlightInstanceTotal = FlightInstanceNumberOfPassengers * FlightInstancePrice;
}
The FlightInstancePrice and FlightInstanceTotal attributes are both horizontal formulas (in the above example the associated calculations are shown). They are all global formulas.
Look at FlightInstancePrice definition. Its associated table is FLIGHTINSTANCE (the table the attribute would be if it were physically stored). The formula attributes belong to the FLIGHTINSTANCE extended table (that is to say, FLIGHTINSTANCE and FLIGHT tables). Note it is defined as three conditional expressions. In the example below, the same definition but inline will be explained.
FlightInstanceTotal also has FLIGHTINSTANCE as its base table (involve attributes that belong to the FLIGHTINSTANCE extended table), but the definition is unconditional.
In both cases, the formulas have a context: the FlightInstance first level transaction. They are not defined in isolation.
The following image shows the ""FlightInstance"" transaction being edited with the GeneXus transaction editor, and the FlightInstancePrice horizontal formula attribute being edited with the GeneXus formula editor:

Example: local/inline formula
If you did not have the flight instance price calculated as a formula attribute, and you need it inside a procedure code, you would write:
Do case
    case FlightInstanceNumberOfPassengers <= 100
       &price = FlightPrice
   case FlightInstanceNumberOfPassengers > 100 and FlightInstanceNumberOfPassengers < 200
      &price = FlightPrice*0.9
   otherwise
       &price = FlightPrice*0.8
endcase
Strictly speaking, here you have three expressions, that is, three inline formulas. Observe this code only makes sense in a context where you are positioned in the FlightInstance table. Thus, this code block must be within that appropriate context.
You would still have an inline formula when assigning it to an attribute outside the attribute definition level. That is: if you have in a procedure source:
For each order FlightInstanceNumber
   Do case
       case FlightInstanceNumberOfPassengers <= 100
          FlightInstancePrice = FlightPrice
       case FlightInstanceNumberOfPassengers > 100 and FlightInstanceNumberOfPassengers < 200
         FlightInstancePrice = FlightPrice*0.9
       otherwise
         FlightInstancePrice = FlightPrice*0.8
   endcase
endfor
Here you are locally assigning the result of the formula evaluation to the attribute FlightInstancePrice, which is not itself a formula, but a normal attribute (like any other). Only here, inside this code, it is calculated in such a way.
Contextual table
You have seen that for the formula to be meaningful, it must be in a context where you are positioned on a table that reaches all the formula attributes by means of its extended. That is why the presence of the same formula will affect this contextual table determination as well.
For example, having a for each as context:
for each order FlighPrice
   &total = &total + FlightInstanceNumberOfPassengers * FlightInstancePrice
endfor
The for each base table is not FLIGHT but FLIGHTINSTANCE, because of the attributes of the expression (formula).









"
44,Compound Formulas,"https://wiki.genexus.com//commwiki/wiki?5879,Compound+Formulas","A Compound Formula is an expression whose definition includes several Horizontal and/or Aggregate formulas.
Look at the following example. Given these transactions:
Flight Transaction
FlightId*
FlightDescription
FlightPrice
FlightInstanceAveragePrice = Sum(FlightInstancePrice) / Count(FlightInstanceDate)
FlightInstance Transaction
FlightInstanceNumber*
FlightId
FlightDescription
FlightPrice
FlightInstanceDate
FlightInstanceNumberOfPassengers
FlightInstancePrice = FlightPrice if FlightInstanceNumberOfPassengers <= 100;
FlightPrice * 0.9 if FlightInstanceNumberOfPassengers > 100 and FlightInstanceNumberOfPassengers < 200;
FlightPrice * 0.8 otherwise;
FlightInstanceAveragePrice is a Compound Formula (defined in a global way).
The following image shows the ""Flight"" transaction being edited with the GeneXus transaction editor, and the FlightInstanceAveragePrice compound formula attribute being edited with the GeneXus formula editor:

Note that FlightInstancePrice is an horizontal formula.



"
45,Local/Inline Formulas,"https://wiki.genexus.com//commwiki/wiki?6441,Inline+Formulas","An Inline Formula is a local formula defined within an object code (for example in the middle of a Procedure Source, in an object subroutine, in a Data Provider statement, etc.).
In other words, a formula can be locally assigned to an attribute or variable, as a sentence or statement in the middle of the code, or in a where clause, etc.
Syntax
<variable>|<attribute> = <UnconditionalFormula>} | <UnconditionalFormula>
An inline formula (<UnconditionalFormula>), can be either horizontal or aggregate.
The main difference regarding Global Formulas is that inline may not consist of several conditional expressions, not even a single conditional one. In addition, in any inline formula, variables could be involved in the expression (because the formula does only exists in this local piece of code where the variable is known).
Whereas you really don't know all the places where a global formula is going to be triggered. This is the meaning of ""global"". It can be used everywhere an attribute of the corresponding base table is allowed)
While Global Formulas always have a table in its context (the table where the formula attribute would be stored if it were not virtual), inline formulas do not have to. For what kind of formulas? Those that don't need context to be evaluated: Aggregate Formulas.
Why the context is meaningful?
Because it will affect the calculation result, allowing to add filtering conditions to the data considered.
Example
Assume you have a FlightInstance Transaction object to store a real flight from one country/city to another, with a second level, FlighInstanceSeat, to store the passengers of the flight. Suppose a Procedure object needs to know at the beginning if there already are more than 100 seats assigned to passengers in the corresponding table.
&success = Count(FlightInstancePassengerSeatNumber) > 100
Here there is no context table for the formula. It is triggered isolated, counting all the records of its base table, FlightInstanceSeat. It will count all the passengers for all the flight instances stored.
On the other hand, if the above code were inside a for each command, such as:
for each FlightInstance
   where Count( FlightInstancePassengerSeatNumber) > 100
      print flightInstanceInfo //FlightInstanceNumber, FlightInstanceDate
   endfor
The formula does have a context: the FlightInstance table, the base table of the For each. Thus, not all the passenger seats were going to be counted, but only those corresponding to each FlightInstance record considered in each ""for each"" iteration. So, only the flights with more than one hundred passengers will be printed in the output.
If you had defined a global formula attribute FlightInstanceNumberOfPassengers at FlightInstance transaction level, you could have defined equivalently as follows:
for each FlightInstance
   where FlightInstanceNumberOfPassengers > 100
      print flightInstanceInfo //FlightInstanceNumber, FlightInstanceDate
   endfor
Furthermore, if there is a contextual table, all the attributes of its extended table could be used inside the formula, as known. For example, having a variable &fromDate previously loaded:
for each FlightInstance
   where Count( FlightInstancePassengerSeatNumber, FlightDate >= &fromDate) > 100
      ...
   endfor
Note
Inline formulas that are horizontal always have a context table: at least its own base table. It is exactly the same as horizontal global formulas. Thus, they can not be specified without a context where the attributes could assume value.
For example:
&age = &today.Year() - PassengerBirthDate.Year()
this assignment isolated makes no sense. What passenger birth date are you talking about? The situation would be different if this assignment were:
for each FlightInstanceSeat
    &age = &today.Year() - PassengerBirthDate.Year()
   ...
endfor
Here GeneXus infers the passenger is that of each ""for each"" iteration, that is, that associated with the for each base table record where you are positioned each time. The ""for each"" navigates the table that stores the passengers assigned to seats: FlightInstanceSeat. Note in this case the context table, FlightInstanceSeat, is not exactly the base table of the formula, Passenger, but the former contains in its extended the latter.
So, inline formulas can be defined according to their context:
Within a contextual table
Outside a contextual table
Videos
Inline Formulas
"
